tweet_id,text,label,candidate
1311087789405089793,"@USER you should do what feels right, you're the one who is going to have to live with your decision ultimately.
personally i see no reason to vote biden though",AGAINST,Trump
1311101291473633280,@USER yooo biden on da sexual drugs doe??,AGAINST,Trump
1303775428969197569,@USER @USER go to his website or listen to the speech he just made to the auto workers union. his plans will help us all #votebluetosaveamerica,FAVOR,Trump
1311326824421568516,trump came out swinging like a meth head in a mosh pit. #debates2020 #shutupman #standdownandstandby #trumplied200kdied #maga2020 HTTP,AGAINST,
1295358831224950787,"@USER i'll take people who are progessive over people who are traitorous.  you can work with and find common ground with the progressives.  the traitors belong in prison.  

#gop = traitors
#votebidenharris2020",AGAINST,
1296833544346640384,"@USER #maga 
white evangelicals are the biggest suckers in america. from tv preachers, #blacksfortrump steve bannon and the my pillow guy, grifters see working-class whites as marks, pigeons, and johns to be fleeced.",AGAINST,Trump
1298850316759298049,"thanks brenda oneil for the follow! i look forward to interacting with you to #maga, #kag &amp; to support our potus! 👍🏻👊🏻🇺🇸 follow me on parler behindenemylines",FAVOR,
1311136944567582726,biggest takeaway from the debate is that he will not leave office after he loses and has called on his fascist militia to “stand by”. you can either prepare for what will happen or you can ignore it. your call america #2020debate #debate2020 #debates  #trump2020 #bidenharris2020,AGAINST,
1302308778784641024,@USER you’re despicable. you’re a fraud. you’re an asshole. this veteran is voting for biden. #veteransagainsttrump #veteransforbidenharris2020 #veteransforbiden #biden2020 #bidenharris2020,AGAINST,
1311217063432581120,it scares me how many people support trump.,AGAINST,
1311138186786222082,that “clown” shot was uncalled for. i think @USER needs to apologize to clowns. #debate #debate2020 #trumpisaclown,AGAINST,
1296260112332525571,join us. perhaps you may be able to help solve a mystery. #demconvention HTTP,NONE,Trump
1232665656539189249,"i’m not even joking when i say biden should go home. he’s clearly lost some of his mental faculties. it’s really sad. at this point his staff putting him out there is cruel. #demdebate #biden 

HTTP",FAVOR,
1299378659028021248,"@USER imagine being like this? i’m so glad none of my family &amp; friends are like this. 

these people are gone. i would actually feel sorry for them if they weren’t attacking toddlers. 

#trump2020",NONE,Trump
1299733696258297857,@USER @USER #mastiller gay trump supporters are always the best when theyre triggered #gaysfortrump #trumpisnotwell #dumptrump #njtrash #trump2020 #trumpviolence #gay #covidiots HTTP,AGAINST,
1291912140748726272,@USER they pay you? #trump2020 HTTP,AGAINST,Trump
1295540053750550528,“we have two americas. the one that donald trump lives in and the one my dad died in.” -kristen urquiza #demconvention #wethepeople,NONE,Trump
1311201424165011459,"@USER trump is not fit to lead, and last night put the nail into the coffin of his failed presidency",FAVOR,Trump
1237965145466257408,@USER @USER gop. senators. all. have. to. go. #votebluetosaveamerica,AGAINST,
1311076505502375936,@USER trump plans? i’m sure biden and his staff have done more than two hours of prep for trump’s plans.,FAVOR,Trump
1311392915692847104,"loving the comments on my tweet, particularly the aggressive ones. clearly, western leftists are now experienced arabic linguists! so let’s agree on something: inshallah biden wins or inshallah trump wins? perhaps @USER can respond? #debates2020",NONE,Trump
1311080559754567683,@USER i'm still trying to decide whether i vote for joe biden or chris wallace.,NONE,Trump
1230312328626917378,"and now, politics. 

my first comment: fuck bloomberg

#demdebate",NONE,
1295100499675377664,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #blackvoicesfortrump #trump2020kag #maga
🇺🇸 ifbap 🇺🇸 please follow @USER ❤️thanks! 😊",FAVOR,
1289556631563509761,"@USER @USER @USER according 2 your focus groups about 1/3 of obama-trump voters plan 2 vote 4 biden. if this is correct biden wins in a landslide. if this # is actually 20%, biden wins in a landslide. even 5% same landslide. #2020election #biden #trump",NONE,Trump
1230329408269045761,@USER is owning the stage tonight! i would love to see her take on trump! #demdebate #presidentwarren,AGAINST,
1311196275560402944,"@USER last 12 years of obama and trump administrations, america was caught between conservative  evangelical ideals of fear of the unknown (from within). 

liberal ideals based on world order obsession of policing the world.

both seems to have backfired and destroying america.",NONE,
1286656753959088130,"@USER @USER he's politicizing the death of a child, and misrepresenting what is 99.9% likely to be a valid certificate of death showing covid-19 as an ""other factor"" or illness also present at time of death. this is how we retain crucial medical data! #gop - stop making death political!",NONE,Trump
1291592810752348160,seeing alot of maga hats and the us flag on the way to sturgis! #maga #kag2020 HTTP,FAVOR,
1311177784392183808,@USER @USER @USER @USER @USER @USER @USER republicans are the ones doing it. you just showed an example how you said its a small percentage who are kkk members but you blame every peaceful protesters to the looters.hypocrite and  trump couldn't even condemn white supremacy!,NONE,Trump
1311209231719202816,"trump likes to attack biden's family so people don't focus on the main question.
trump likes to interrupt, to waste time on important subjects.
trump supports the kkk and racist practices.
trump talks about his power and support more than the issues at hand.",FAVOR,Trump
1304276622326013952,"""a clear sign this guy is not confident in his chances of winning🤣🤣🤣 #vote2020 @USER  @USER #joebiden
@USER @USER HTTP",NONE,
1298093636551348224,"if i hear one more person say that “even on america’s worst day, we are still the strongest country.” what the hell kind of reverse psychotic nonsense! #rnc2020 #gopconvention #dncconvention #blacklivesmatter",AGAINST,
1286777264961593344,"@USER @USER @USER thank you president trump!!!
best president ever!!!
#trump2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",FAVOR,
1300934736689467392,"@USER @USER the mess was made by americas democratic mayors and governors 
#maga2020 #makeamericagreatagain 
#trump2020landslidevictory",FAVOR,
1301352738438238209,@USER a disgrace to the profession. #sad #trumpliesamericansdie #trumpknewanddidnothing #trumpchaos #trumpisunwell #votebluetosaveamerica #votebiden #bidenharris2020landslide,AGAINST,
1296633213893447686,good to see @USER moderators @USER &amp; @USER on @USER' democratic national convention coverage tonight as we await @USER to accept his nomination for president of the united states. @USER @USER #dnc #2020americadecides🇺🇲 @USER @USER HTTP,NONE,Trump
1288232237498953729,"china spread the disease
democrats spread the lies
media spread the panic

they all crashed the economy
all to destroy our president 

remember in november 🗳

#voteredtosaveamerica 
#democratsaredestroyingamerica
#trump2020 HTTP",FAVOR,
1293662514845224965,"@USER @USER @USER uh, he’s a tow truck driver. not necessarily employed by the #usps, he’s allowed to express his wishes for the election process. if there is any stealing going on it’ll likely by dems, they have a history of it. #trump2020",FAVOR,
1291235482152517632,#ripnba #ripnfl #ripnhl rip all kneeling spoiled pro athletes #americafirst,NONE,Trump
1299107070806028288,"🐘meet the candidate: rep. ted budd🐘
 
 —current u.s. representative, business owner, and defender of the 2nd amendment
 
 — @USER is the republican nominee for north carolina’s 13th congressional district
 
#nc13 #ncpol #rnc2020 HTTP",NONE,Trump
1303501189116571648,"@USER this us all your doing, mr. mcgoofy. hatred. division. racism. all you. but we'll take care of that nov. 3. 
#votebidenharris2020 
#voteblue up and down the ticket. then put you and your criminal gop followers in jail.",AGAINST,
1298101605477134338,"republicans spitting 🔥, ""from cotton to congress"" #rnc2020",NONE,
1217113826535137280,"for the love of god! at the #demdebate tonight force bernie to defend his votes against gun control and for military action!

#neverbernie HTTP",NONE,
1293446102784647168,"win what? the competition for worst and most awkward handshake ever? @USER @USER 

#bidenharris2020 #biden2020 #kamalaharris #2020election #handshake 

🖖🏻 HTTP",NONE,Trump
1287771259615490049,"@USER @USER but the media says its peaceful. lmao, msm is a joke, enemy of the people. #trump2020",AGAINST,Trump
1304233123266297856,"@USER @USER mmmm peach mints

oh an #fucktrump",AGAINST,
1292817220473622529,"vote for darlene swaffar
republican candidate for us house of representatives, florida district 22.

send a pro to congress.  swaffar is pro:
- law &amp; order
- constitution
- veterans
- school choice

vote aug 18th, 2020.

#fl22 
#maga

paid for by swaffar for congress campaign. HTTP",NONE,Trump
1297614374442602496,@USER more unacceptable lies from the #dnc #democrats #joebiden,NONE,Trump
1285406260783972353,"@USER hey nitwit,
you mean what you and the spineless rethuglicans have been doing , omg you can’t be serious , can’t fix stupid .
#ridenwithbiden2020 #votebluetosaveamerica #voteblue2020 #votelikeyourlifedependsonit #votebluetosavedemocracy #votebluetoendthisnightmare",FAVOR,Trump
1311137878056075264,"tonight @USER refused to denounce white supremacy. if i were @USER i would refuse another #debate2020 because at this point if you choose to vote trump, that’s on you.",NONE,Trump
1310933401835315200,"@USER @USER are you also a victim david?  i've been in my office running my business since march 15 when i flew back from colorado  and i just came back from wilmington delaware (#joebiden) sunday. most of these ""victims"" are making more money off government checks being discouraged to work.",NONE,Trump
1289202900137320450,@USER kevin you want a free signed check to help your millionaire and billionaire friends @USER wants a safe oversight #gopcorruptionovercountry #votebluetosaveamerica,FAVOR,Trump
1217260152266600448,hitler and trump: what do they have in common? #democraticdebate HTTP,AGAINST,
1296449253154463745,"@USER it's extremist neoliberalism [neofascism] rejecting democratic principles for servility to, and enablement of, the oligopoly's avaricious accumulation of public &amp; national wealth in private hands while denying government services or serving the welfare of the people #gop #tories",NONE,
1311135943840145411,trump urging his followers to watch people vote... @USER isnt that voter intimidation? #presidentialdebate2020,AGAINST,
1239350672782483456,joe “let’s be reasonable guys not everybody can get medicare” biden #demdebate,NONE,Trump
1293703986663628800,"as a national delegate, i am proud to partner with @USER to convene latino leaders from
across the country at the virtual democratic convention series event on thursday, aug. 13 at
2:00 p.m. et. register at HTTP",NONE,Trump
1296452001664991234,@USER all on schedule #maga 2020 🇺🇸👏,FAVOR,
1288616436986818560,"@USER additional that same idiotic logic that so many people believe when they voted for this mad man we have in our house. what do you have to lose??? we new, and it’s even worse. #biden2020",FAVOR,Trump
1291100566261649408,the best is yet to come...#trump2020 #potus #potus45 @USER @USER @USER HTTP,AGAINST,Trump
1293725177449254917,@USER crazy and creepy will not know what hit em this november! #maga,AGAINST,Trump
1311069715440316416,@USER @USER @USER lol—perfect gif!😄👍 president trump is going to have so much fun—while biden is shaking in his boots. definitely a night for popcorn!🍿,AGAINST,Trump
1296704318935048192,character. compassion. science. decency. all on the ballot. no rhetoric. #dnc2020 #bidenharris2020,FAVOR,Trump
1245097307563012097,"@USER: the administration has failed to act quickly enough. not because of the impeachment hearings. what total bullshit! stop playing political games. stop lying! the president and the republicans have failed america.
#votebluetosaveamerica",FAVOR,Trump
1286527153618575360,@USER this world is going to sh***t real quick.. #blmterrorists #trump2020 homie,AGAINST,Trump
1298618716729507840,@USER @USER @USER @USER @USER @USER is shooting jacob blake and three others what the #gop calls 'law &amp; order'? HTTP,NONE,
1299723611972960257,"this past week of the #rnc2020 @USER, voters were reminded the best is yet to come for every american under a second term of president @USER. HTTP",AGAINST,Trump
1299410664985952256,@USER i love you man. thanks for speaking our voice. #resist #bluewave,AGAINST,
1217293693130039297,"@USER thank you mrs. peretti...
thank you mrs. peretti!!!
your time is up mrs. peretti...
thank you mrs. peretti!!!
#democraticdebate #demdebate HTTP",NONE,Trump
1311065766234591238,@USER biden is toast HTTP,AGAINST,Trump
1311044794668535811,"@USER unless there is a legitimately ambiguous result a-la 2000, i expect things to go relatively smoothly, yes. some lawsuits and some civil unrest perhaps, but i don't expect the country to fall apart w a biden victory. if trump wins, i'm less confident.",NONE,Trump
1232497437773680641,joe said he's sick of it. #demdebate,NONE,
1293738839010410504,pick a senate race! donate. call. canvas. #2020election,NONE,Trump
1300957878719832064,four more years!!! #maga HTTP,FAVOR,
1311111177217474566,i love biden ❤,FAVOR,Trump
1296163967992311809,14 miles to crazy town #joebiden #demconvention HTTP,NONE,Trump
1292208190554165248,🤯🤯🤯🖕 o sorry 🖕🏿🖕🏿🖕🏿🖕🏿black lives matter you shit of a piece rioters. i didn't like trump before for his behaviour but after seeing you people we in india got a great sympathy for potus #longliveindiaamericafriendship #maga2020 #maga 😂😜😂🇮🇳🇺🇸🙏🔥,FAVOR,
1295556247362719745,michelle obama just said joe can learn &amp; grow ! 😂😂78yrs old has had a career to do so ! 😂 #demconvention,NONE,
1311141492879097856,"@USER honestly, i'm never going to expect @USER to ever condemn white supremacists, because he is one of them. #racisttrump #votetrumpout #debates #election2020",FAVOR,Trump
1311344224713883648,@USER @USER #fakenews #qanon conspiracy theory,NONE,Trump
1287653300104388608,"@USER just followed you, patriot! 🇺🇸

i'm rebuilding for a 3rd time....can y'all help a chick out?!

#trump2020
#maga",FAVOR,
1311235286534205442,"@USER @USER i’m all for third party options. but give the fact that everyone is literally voting for either trump or biden, it’s going to be equivalent to voting for trump or no vote at all 😔",NONE,Trump
1297922215355338753,"vote early. return in person.
#votebluetosaveamerica HTTP",FAVOR,Trump
1295425078327488513,"@USER please watch my video, patriots. help me grow and contribute to fight of vanquishing the leftist blight. #maga HTTP",FAVOR,
1311100924488810498,@USER my money is on hunter biden,NONE,Trump
1286834986348351488,"@USER is brain damage a requirement to be a #democrat? this is about the fourth time this is has happened.they support, defend, promote these riots, then when it hits their front door, they switch their tune. if you will not accept it at you door step why do you allow it on others.",NONE,
1289992492201332737,only 34% approve trump's handling of pandemic: poll #coronavirus #donaldtrump #washington HTTP,NONE,
1297258855420891136,"this will be great! spread the word!
open to expand 

HTTP

#joebiden #bidenharris #biden2020 #cher #lgbtq #lgbt #vote2020 #voteproud #voteblue2020 #trending #kamalaharrisvp #ridenwithbiden #byedon #townhall #grassroots #hrc #glaad HTTP",FAVOR,Trump
1295546339099631619,.@USER @USER @USER @USER  @USER @USER @USER @USER huge fail choosing to insert constant commentary instead of showing us the dnc feed in its entirety. many rural americans count on broadcast tv! #dnc2020 #dncconvention,NONE,
1299218871677714436,living for @USER tweets rn. savage af and i’m here for it 🙌😂 #dumptrump #bidenharris2020 HTTP,FAVOR,Trump
1311084118919319552,"@USER turnip'll be high as the hindenburg. let him crash and burn. but all biden has to do is look smart and occasionally say ""boo!""",FAVOR,Trump
1300942505740054528,@USER good sign! #voteblue HTTP,AGAINST,
1311134793741066240,so did chris wallace or @USER win the debate?? where was biden? 😂 #trump2020,AGAINST,
1311183899880558592,"@USER not me.  tired of biden hiding cause our governor is keeping us locked down to protect him.  regardless of the bantering, trump spoke a lot of truth that biden had no answers for.",AGAINST,
1311174016368029696,"and i'll take trump any day, honestly. 

i don't think this moved the needle. i'll say this. anyone thinking about joe biden wasn't inspired to vote for him after this. though some may have decided against trump. i think a lot more look at biden and don't see him as a replacement",AGAINST,Trump
1232667278732341249,here to save the day: msnbc lauds ‘presidential’ biden’s ‘best night’ ‘at the top of his game’ #demdebate HTTP,NONE,Trump
1287886421227970561,"dear @USER -the more u &amp; #liberal #democrats deny that #antifa exists &amp; are destroying our cities, the more people will vote for #trump! tell these groups they don't exist: @USER @USER @USER @USER
@USER @USER
#exgop",AGAINST,Trump
1289297313098334210,"@USER we can't afford the @USER anymore.

the cost?

150,000 dead.

a wrecked economy.

and so much more...

#bluewave 
#bluewave2020 
#votebluetosaveamerica2020 
#votebluenomatterwho 
#votebluetoendthisnightmare",FAVOR,Trump
1311186128695951360,"@USER you're just saying that because he is anti-turkey. i love turkey, but it isn't the only country in the muslim world. plus, trump's foreign policy team like pompeo are anti turkey anyway. so the difference would be slight in regards to turkey, but major in regards to elsewhere.",AGAINST,
1305198063494012928,"#joebidenkamalaharris2020

#joebiden

#democratcities

protesters show up at la hospital treating ambushed cops, yell 'i hope they f------ die'

HTTP",FAVOR,Trump
1311096157146427392,"(gsn) former new york mayor and ex presidential candidate mike bloomberg is financing liberal activists in a campaign to attract black voters in florida, an important battleground state in democratic nominee joe biden’s quest to defeat president trump. HTTP",AGAINST,
1293287763224059905,"called it! my folks and i made this thing waaay ahead of time and it was worth it!

#kamalaharris
#joebiden
#vppick
#bidenharris2020 HTTP",FAVOR,Trump
1311227362823077888,"@USER @USER yeah, if you vote for trump.",NONE,
1287041123651788802,@USER and once again #america is #rejecting you. just go back to #russia or #venezuela they need your leadership. #trump2020,AGAINST,Trump
1286807041714065409,"@USER he's still your president 
#trump2020",AGAINST,Trump
1291913443805601792,senior loan officer opinion survey on bank lending practices. #makeamericagreatagain #keepamericagreat HTTP,FAVOR,
1297730741313380354,"no f'n way!
HTTP
#covid19 
#coronavirus 
#votebidenharristosaveamerica 
#votetrumpout 
#votebluetosaveamerica",FAVOR,Trump
1239349879480123394,#demdebate biden said alien.,NONE,
1292513392725561346,"@USER @USER republicans offered a 1 week extention, a political plan with the sole intent to have dems reject and appear uncooperative. fat ass @USER ‘s cheap tactics will backfire and republicans @USER in dc will be leaving washington with him. #biden2020 #executiveorder",FAVOR,Trump
1296835637534846976,@USER but you are going to cut payroll tax and biden had done a reversal over the years. it's about today not yesterday. stock market don't create jobs the stock market don't put food on the table. #votebluetosaveamerica #votebymail2020 #imwithjoe,FAVOR,Trump
1311208618331639808,"tax returns, 'law &amp; order', covid, and more: trump, biden trade insults in fiery presidential debate

@USER @USER #debates2020 HTTP",NONE,Trump
1311049808061308938,i paid more for weed than trump did in taxes,AGAINST,
1310970068344373250,@USER @USER 👍🏼. biden will be cheating!,NONE,
1311217153274712064,"#uspresidentialdebate2020 what a shit show. re: trump, it was like watching a child having a two hour sulk and tantrum 🤦🏽‍♀️ #voteblue america!",FAVOR,Trump
1305143914173661184,"not sure #donaldtrump, #foxnews and his other friends have cottoned on to #joebiden or #bidenharris smart strategy for #election2020

they've realized it's better to just keep quiet, as everytime #trump opens his mouth, he loses votes outside of his base
HTTP",AGAINST,
1311175254945955840,@USER @USER i thought president trump left a lot on the table. hopefully rudy and chris will be able to advise him as such. or ivanka. he will listen to her.,FAVOR,
1239349020667138052,"we need immediate results.
but biden thinks we should allow businesses to sit around figuring out what’s the most profitable way for them to produce and distribute tests and vaccines. is that the best way to take care of people?
no.
#democraticdebate
#demdebate
#coronapocolypse",AGAINST,Trump
1299159613368139778,the republicans act is if they aren’t incumbents. they talk about all the bad things in the world now and blame the democrats. republicans are in control right now so how can they blame everything currently wrong on the democrats? #rnc2020,NONE,Trump
1293537840526172160,"i liked #warren, but idc who he picked #biden2020 always had my vote! 45 must go and that's not up for debate. next subject please. there is no need for a drag session.  he chose who he chose.",AGAINST,
1293655202055282688,"#dumptrump2020 #biden2020 #bidenharris2020 #votebidenharris2020 #votebluetosaveamerica 

she was even more disrespectful than pocahontas.

does he not understand how incredibly disrespect he is, always. even when calling someone else disrespectful!!

HTTP",AGAINST,
1287873251209699328,"#thebeat #foxnews #cnn #maga 
.
.
.
.
.                   happy warrior #trump
.           returns to entrenched bunker HTTP",NONE,
1296312944771252224,"together we will beat donald trump – #joebiden for president: official campaign website “kamala’s mother told her growing up “don’t sit around and complain about things, do something,” which is what drives #kamala every single day.” #vote #donate  HTTP",FAVOR,Trump
1236097543903350784,"“power always thinks it has a great soul and vast views beyond the comprehension of the weak; and that it is doing god’s service when it is violating all his laws.” ~
#presidentjohnadams 
( letter to thomas jefferson, february 2nd, 1816 )

#votetrumpout * #votebluetosaveamerica HTTP",FAVOR,Trump
1300239596077289472,@USER @USER @USER @USER you are a brainwashed idiot! #trump2020 HTTP,FAVOR,
1311175059684225025,@USER it's where life forms are found in trump's eyebrows.,NONE,
1287704477227782145,"it’s july 27th! this bullshit has gone long enough! they said flatten the curve! it’s flat! open your businesses, open your churches! stop wearing face coverings !! 
tell the establishment to go to hell! #riseup take your life back! #maga",FAVOR,
1311074501678034945,@USER biden will try to cheat for sure,AGAINST,Trump
1296642417937059841,@USER @USER fellow patriots i’ve been trying to get to 200 followers. i will follow back! thanks! #maga,FAVOR,
1232493494595252227,there is no dumber issue than climate change. #demdebate,NONE,
1311285052312113153,hey biden.. which one is it?? #debate #trump #trump2020 HTTP,FAVOR,
1225956659635376128,yang and steyer are the most rational and pragmatic people on this stage. #demdebate,NONE,
1310973281462292481,"let's keep up the momentum, pa! HTTP",NONE,
1300899066851799042,"the only thing that worries me about this whole thing is that trump is showing them the true power of the presidency - we can never, ever allow an obama or a bush or a clinton type in the house again. 

#maga",AGAINST,Trump
1311186056549629952,"most people will ignore the well researched thread i made. idc tho. at least i have facts and know trump condemns and denounces all forms of violence, white nationalism, and rewriting history.",FAVOR,
1297175779072258048,fake america again!!!!#joebiden #artist #illustration #sketchbook #draw #artwork #digitalart #sketching  #doodle #painting #instaart #fanart #pencil #drawings #anime #ink #pencildrawing #design #artoftheday #portrait #sketches #arte #illustrator HTTP,NONE,Trump
1311110234627284995,how in the hell did they allow a biden for president mask behind chris wallace!,AGAINST,Trump
1311064867185491968,"@USER @USER @USER @USER he’s the bully?  trump routinely calls people names, walks out of press conferences, locks children up, doesn’t care that 204k people are dead and biden is the bully??  check again",FAVOR,Trump
1283422494397886464,"does it get ""swampier"" than this, @USER , @USER and @USER.  #frauds #votebluetosaveamerica 

white house reportedly orders hospitals to bypass cdc during covid-19 data collection HTTP",AGAINST,
1299079187479830539,"equity vs equality

let's stop talking about who gets what for free.

let's remove barriers.

#voteblue #blacklivesmatter #dotherightthing 
#justiceforall #educationforall #healthcareforall 
#opportunities #buildbackbetter HTTP",FAVOR,Trump
1298262071188963329,#backtoschool2020 today in florida! #trumpcountry #trump2020 #godblessamerica HTTP,AGAINST,Trump
1300154481041178625,"@USER you're correct but unfortunately the terrorists are the ones being protected by the local governances😡
 it's no longer right/left. it's no longer r/d.
it's american constitution🇺🇲 vs those that desire to overthrow it.
#votelikeyourlifedependsonit 
#trump2020",FAVOR,
1296657349235671041,to all the pundits on my tv talking about how the convention was light on policy specifics: that's what the debates are for. i cannot wait to see joe biden and kamala harris go toe to toe with trump and pence on policy. bring it! #demconvention,FAVOR,Trump
1293616349428756488,"3. when he's well aware it was signed by president obama in 2014. @USER repeatedly ignores all the #lies trump tells on a consistent basis. he's set a record at 20k proven, documented #lies but the #cowards in the #gop are afraid to speak up. unlike trump, if @USER had any",AGAINST,
1298311838724128769,@USER the uk spamming bbc news on facebook #saveourchildren ... the uk waking up!! HTTP,NONE,
1311049451793010688,@USER trump is going to smash his dick in tn,NONE,
1295460082222690304,"@USER @USER @USER @USER he should be in jail not in the white house. #pedojoe #joebiden
HTTP",AGAINST,Trump
1289907806426918912,"@USER thank you mr. president for taking the manufacturing of medicines away from china. this should never have happened in the first place. #maga, #godwins, #trump2020",FAVOR,
1311164112836071424,"@USER this election is about decency versus indecency.

#debates2020 
#bidenharris2020",AGAINST,
1230335248329777153,"is @USER as whiny as @USER?
#demdebate #democraticdebate",NONE,
1311118301540605956,"president trump: ""we built the greatest economy in history. we closed it down due to the 'china plague'."" #presidentialdebate2020",NONE,
1232491323329925120,@USER should be commander in chief  #demdebate HTTP,NONE,Trump
1311111108049203202,all i got to say is biden and trump both need lip injections,NONE,Trump
1303097347518402562,"@USER @USER @USER @USER @USER @USER he's not even a mole, he's a collaborator in plain sight. he's a #russianasset 
#votebluetosaveamerica 
#bidenharris",AGAINST,
1289432794205102080,soooooooooo tiktok can get deleted like that.... but the kkk can stay???? 🤔 #tiktokbanned #dumptrump,AGAINST,
1295541548487258112,"the dnc are such cowards, how many likes and rts can we give to our heroes in uniform? 🇲🇾🇲🇾 #dnc2020 HTTP",NONE,Trump
1298199852065656833,"@USER @USER @USER @USER i’m guessing this guy figured out he’s being conned by the party of #donaldtrump b/c when i answered his answer to what’s a #conservative, all the bullshit stopped! have a good day one &amp; all!",AGAINST,
1293623554693632002,"@USER @USER #repost @USER @USER.ins
---
these beauties are back in our inventory 🇺🇲

#trump #trump2020 #godblessamerica🇺🇸 #wednesday #maga #maga2020 #madeintheusa🇺🇸 #presidentialelection #hatclip 

you can tap on the picture to purchase HTTP",FAVOR,
1311067324573720577,"@USER biden is lame if he can't handle a freaking 90 minute debate...you demonrats i swear, he is so messed up.",AGAINST,Trump
1229187046993825793,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER there is quite a few more followers. isn’t it wonderful more #truepatriots to vote democratic! #democrats #votebluenomatterwho2020 #votebluetosaveamerica #votebluetoendthisnightmare HTTP,AGAINST,
1293724695922012160,"@USER trump has his downfalls, we all do, but at the end of the day he is taking action for all americans. 
#maga
#trump2020 
#whatdoesbidenreallydofortheamericanpeople HTTP",FAVOR,
1311127551608315904,keep talking to america @USER not to @USER #debates.,NONE,Trump
1286793476173168640,"just read a few d/sleepy j supporting threads. what a bunch of ill informed, ignorant, hateful people. d's do not understand govt, $, or reality. #wwg1wga #truthseeker #trump2020",AGAINST,Trump
1296642197836697602,"#dnc #hannity #foxnews #cnn #msnbc hey joe, how many mom &amp; pop businesses will the rioting thugs destroy?",NONE,
1296669126560276481,#donnieloveschachi lol that’s the best the #gop got? bahaaaaaaaa @USER @USER HTTP,NONE,
1298223171221454855,"if you can't rally enough people to your cause, harden the base. #trump2020",FAVOR,
1305238289813770240,@USER @USER @USER @USER you got me figured out. go ahead vote for biden. go back to sleep we’ll wake you up in january... or maybe you’ll                  “threaten” to leave the country again. or get some crayons and a puppy to make you feel better. #trump2020,FAVOR,
1311091647036289024,@USER @USER @USER lol the world is literally going to watch joe biden shit himself on stage tonight. his brain can’t even handle a fucking staged interview ???,AGAINST,Trump
1239370786785439745,"bernie twisted the q into his stump speech vs biden is answering, sounding human and sounding like a thoughtful leader. coming from someone who has no idea who i prefer from the 2. #demdebate",NONE,Trump
1288356059007115265,twitter in receivership stringer HTTP,NONE,
1311217590791024640,back during the caucuses i voted for biden. not sure he was even my favorite candidate. i think butigieg would've made a better candidate. he would have been a better debater. but i supported biden because i thought he was the best chance to beat trump.,AGAINST,
1295576425534238720,"@USER @USER no, electoral college gave us a monster. trump lost by nearly 3 million votes. trying to vote shame ppl will do the exact opposite of what you set out to do. you will turn ppl off of biden with your shit attitude. i’m thoroughly disappointed with our choices, but #nevertrump",AGAINST,
1305104888481951744,"r.i.p  💀 nfl 🏈  it's over 😆
HTTP
🤡🤪🤡🤪🤡🤪🤡🤪
#nfl #trumprally #trump2020 #maga #maga2020 #lol #trumprallynevada #trumptrain #trump2020landslide HTTP",FAVOR,
1287429664445669377,"i support trump because....
1.  i stand by our constitution.
2. i stand by african americans.
3. i stand by our military and police.
4. i stand by freedom.
and last but not least....
5. i abhore child abuse! 
#trump2020 #draintheswamp 
#wwg1wga",AGAINST,Trump
1311140872235425792,tonight i will go to bed thinking about the about my son and the world he will inherit. what occurred tonight was not presidential. it was an embarrassment for america. 😢 #debate2020 #debate #debates #trump2020 #bidenharris2020,NONE,
1311113163098656768,"watching the presidential debate is making my head hurt. it's like one big wrinkled up orange baby won't stop  crying over two adults trying to talk politics.
#presidentialdebate2020 #theginmagaisgodawful #trumpisabigorangebaby #noyouretheliar",AGAINST,
1294814121343385602,"#williebrown wrote, “harris is a tested and proven campaigner who will work her backside off to get #biden elected.""
he argued that while being included on a presidential ticket “is obviously a huge honor … the glory would be short-lived.”
#kamalasalbatross #dnc",NONE,Trump
1239372859681787905,"not one comment on @USER ‘s cognitive decline.
not one comment on biden threatening a voter last week.
how are these not even worth a mention? #democraticdebate",AGAINST,Trump
1303424689189068800,"@USER i'll take a rv, please....and thank you for asking!  husband and i just need a class c for the two of us to travel now that we are old and retired.  again, thank you for offering to buy us one!  so kind of you.  #trumpsamerica #nicepeople #trump2020. :)",FAVOR,
1288799084959145985,"@USER @USER @USER we were holding that iranian money illegally since the late 1970s. if there were any way of enforcing it, iran would win a huge judgement from the us for overthrowing a democratic president in the 1950s and installing a vicious 25yr dictatorship. does #maga know any history?",AGAINST,
1299244614436651008,"@USER i’m so glad &amp; released that this #rnc2020 is over! 

jesus christ, the lies these people can tell! i didn’t even watch it but getting to hear about it on the news....

i’m trying to keep that peace &amp; hope we got from the #dnc2020 last week. 

what a difference, right! 🧘🏼‍♀️",NONE,
1293516811179352064,#stop with the #kamelaharris #aintit #joebiden #joe #joebiden2020 #biden2020 #biden #kamelaharris @ hollywood beach HTTP,NONE,Trump
1304647180167393280,"@USER @USER have a listen to what #donaldtrump said 19 years ago.

#trumpknew HTTP",NONE,
1310988448103243777,@USER @USER let's put it all on the table.  trump's returns.  joe biden's.  hunter biden's.  and those of his brother and daughters as well - all of whom appear to have benefited from offices joe held.,AGAINST,Trump
